,SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS
25,22019,1610612747,LAL,Los Angeles Lakers,0021900572,2020-01-10,LAL @ DAL,W,238,129,47,89,0.528,10,24,0.417,25,32,0.781,12,37,49,18,6,5,7,27,15.0
26,22019,1610612747,LAL,Los Angeles Lakers,0021900553,2020-01-07,LAL vs. NYK,W,239,117,41,82,0.5,17,36,0.472,18,21,0.857,6,42,48,27,11,11,17,19,30.0
27,22019,1610612747,LAL,Los Angeles Lakers,0021900538,2020-01-05,LAL vs. DET,W,239,106,42,92,0.457,6,20,0.3,16,23,0.696,11,39,50,23,8,20,13,22,7.0
28,22019,1610612747,LAL,Los Angeles Lakers,0021900522,2020-01-03,LAL vs. NOP,W,239,123,43,86,0.5,14,29,0.483,23,28,0.821,8,39,47,29,9,4,12,14,10.0
29,22019,1610612747,LAL,Los Angeles Lakers,0021900507,2020-01-01,LAL vs. PHX,W,239,117,43,90,0.478,7,28,0.25,24,34,0.706,13,32,45,25,9,5,12,17,10.0
30,22019,1610612747,LAL,Los Angeles Lakers,0021900490,2019-12-29,LAL vs. DAL,W,238,108,38,78,0.487,9,23,0.391,23,28,0.821,6,33,39,28,12,7,16,23,13.0
31,22019,1610612747,LAL,Los Angeles Lakers,0021900484,2019-12-28,LAL @ POR,W,241,128,47,91,0.516,11,32,0.344,23,28,0.821,11,33,44,32,6,7,9,25,8.0
32,22019,1610612747,LAL,Los Angeles Lakers,0021900458,2019-12-25,LAL vs. LAC,L,238,106,39,96,0.406,12,45,0.267,16,21,0.762,12,30,42,24,11,10,13,23,-5.0
33,22019,1610612747,LAL,Los Angeles Lakers,0021900443,2019-12-22,LAL vs. DEN,L,240,104,39,83,0.47,10,29,0.345,16,22,0.727,18,27,45,18,7,9,19,25,-24.0
34,22019,1610612747,LAL,Los Angeles Lakers,0021900417,2019-12-19,LAL @ MIL,L,241,104,37,80,0.463,12,35,0.343,18,23,0.783,7,31,38,24,4,6,18,24,-7.0
35,22019,1610612747,LAL,Los Angeles Lakers,0021900402,2019-12-17,LAL @ IND,L,240,102,43,91,0.473,8,31,0.258,8,17,0.471,14,28,42,28,5,6,13,19,-3.0
36,22019,1610612747,LAL,Los Angeles Lakers,0021900390,2019-12-15,LAL @ ATL,W,240,101,36,84,0.429,5,31,0.161,24,33,0.727,13,43,56,21,14,9,22,24,5.0
37,22019,1610612747,LAL,Los Angeles Lakers,0021900374,2019-12-13,LAL @ MIA,W,240,113,43,87,0.494,12,37,0.324,15,23,0.652,14,36,50,26,5,9,19,23,3.0
38,22019,1610612747,LAL,Los Angeles Lakers,0021900358,2019-12-11,LAL @ ORL,W,240,96,37,87,0.425,12,31,0.387,10,19,0.526,12,37,49,20,10,4,13,17,9.0
39,22019,1610612747,LAL,Los Angeles Lakers,0021900342,2019-12-08,LAL vs. MIN,W,238,142,55,94,0.585,14,31,0.452,18,20,0.9,10,31,41,32,9,1,10,19,17.0
40,22019,1610612747,LAL,Los Angeles Lakers,0021900329,2019-12-06,LAL @ POR,W,240,136,46,85,0.541,17,36,0.472,27,33,0.818,3,42,45,26,10,8,16,23,23.0
41,22019,1610612747,LAL,Los Angeles Lakers,0021900314,2019-12-04,LAL @ UTA,W,241,121,46,90,0.511,14,29,0.483,15,25,0.6,8,38,46,27,13,12,7,17,25.0
42,22019,1610612747,LAL,Los Angeles Lakers,0021900304,2019-12-03,LAL @ DEN,W,240,105,39,84,0.464,7,24,0.292,20,30,0.667,14,42,56,24,8,5,16,23,9.0
43,22019,1610612747,LAL,Los Angeles Lakers,0021900287,2019-12-01,LAL vs. DAL,L,239,100,40,87,0.46,7,27,0.259,13,16,0.813,9,36,45,25,9,3,17,14,-14.0
44,22019,1610612747,LAL,Los Angeles Lakers,0021900279,2019-11-29,LAL vs. WAS,W,240,125,45,87,0.517,14,32,0.438,21,28,0.75,7,40,47,29,9,8,18,20,22.0
45,22019,1610612747,LAL,Los Angeles Lakers,0021900264,2019-11-27,LAL @ NOP,W,240,114,44,85,0.518,8,24,0.333,18,25,0.72,7,30,37,25,9,6,15,24,4.0
46,22019,1610612747,LAL,Los Angeles Lakers,0021900249,2019-11-25,LAL @ SAS,W,240,114,44,89,0.494,14,33,0.424,12,18,0.667,10,30,40,28,7,6,9,18,10.0
47,22019,1610612747,LAL,Los Angeles Lakers,0021900232,2019-11-23,LAL @ MEM,W,241,109,38,84,0.452,13,39,0.333,20,29,0.69,11,29,40,19,12,7,16,14,1.0
48,22019,1610612747,LAL,Los Angeles Lakers,0021900220,2019-11-22,LAL @ OKC,W,241,130,45,88,0.511,17,31,0.548,23,29,0.793,11,34,45,32,7,6,15,20,3.0
49,22019,1610612747,LAL,Los Angeles Lakers,0021900201,2019-11-19,LAL vs. OKC,W,239,112,43,89,0.483,14,31,0.452,12,19,0.632,14,32,46,29,9,8,16,20,5.0
50,22019,1610612747,LAL,Los Angeles Lakers,0021900188,2019-11-17,LAL vs. ATL,W,240,122,47,89,0.528,15,35,0.429,13,16,0.813,10,32,42,26,10,14,16,19,21.0
51,22019,1610612747,LAL,Los Angeles Lakers,0021900174,2019-11-15,LAL vs. SAC,W,240,99,34,81,0.42,11,37,0.297,20,22,0.909,10,31,41,22,11,6,13,18,2.0
52,22019,1610612747,LAL,Los Angeles Lakers,0021900159,2019-11-13,LAL vs. GSW,W,240,120,48,89,0.539,9,20,0.45,15,18,0.833,13,38,51,31,8,6,19,18,26.0
53,22019,1610612747,LAL,Los Angeles Lakers,0021900151,2019-11-12,LAL @ PHX,W,240,123,51,95,0.537,10,25,0.4,11,21,0.524,8,36,44,39,4,4,9,21,8.0
54,22019,1610612747,LAL,Los Angeles Lakers,0021900139,2019-11-10,LAL vs. TOR,L,238,104,41,94,0.436,10,30,0.333,12,19,0.632,13,38,51,31,6,7,12,20,-9.0
55,22019,1610612747,LAL,Los Angeles Lakers,0021900126,2019-11-08,LAL vs. MIA,W,240,95,40,89,0.449,8,32,0.25,7,8,0.875,10,38,48,30,6,5,18,24,15.0
56,22019,1610612747,LAL,Los Angeles Lakers,0021900100,2019-11-05,LAL @ CHI,W,240,118,45,92,0.489,11,33,0.333,17,24,0.708,12,37,49,26,10,10,15,18,6.0
57,22019,1610612747,LAL,Los Angeles Lakers,0021900088,2019-11-03,LAL @ SAS,W,239,103,42,87,0.483,6,24,0.25,13,19,0.684,7,39,46,21,8,10,18,22,7.0
58,22019,1610612747,LAL,Los Angeles Lakers,0021900074,2019-11-01,LAL @ DAL,W,267,119,47,96,0.49,9,32,0.281,16,21,0.762,6,35,41,24,11,7,11,21,9.0
59,22019,1610612747,LAL,Los Angeles Lakers,0021900054,2019-10-29,LAL vs. MEM,W,241,120,40,86,0.465,7,26,0.269,33,39,0.846,10,44,54,25,9,8,18,19,29.0
60,22019,1610612747,LAL,Los Angeles Lakers,0021900040,2019-10-27,LAL vs. CHA,W,239,120,49,93,0.527,11,31,0.355,11,14,0.786,10,37,47,30,7,8,13,22,19.0
61,22019,1610612747,LAL,Los Angeles Lakers,0021900025,2019-10-25,LAL vs. UTA,W,239,95,34,86,0.395,8,26,0.308,19,24,0.792,11,31,42,19,14,9,14,21,9.0
62,22019,1610612747,LAL,Los Angeles Lakers,0021900002,2019-10-22,LAL @ LAC,L,238,102,37,85,0.435,13,33,0.394,15,21,0.714,9,32,41,20,4,7,14,24,-10.0
63,12019,1610612747,LAL,Los Angeles Lakers,0011900079,2019-10-18,LAL @ GSW,L,240,103,32,78,0.41,13,32,0.406,26,39,0.667,6,29,35,25,7,7,20,28,-21.0
64,12019,1610612747,LAL,Los Angeles Lakers,0011900068,2019-10-16,LAL vs. GSW,W,241,126,49,82,0.598,15,30,0.5,13,19,0.684,10,36,46,33,8,5,21,27,33.0
65,12019,1610612747,LAL,Los Angeles Lakers,0011900058,2019-10-14,LAL vs. GSW,W,238,104,33,79,0.418,8,23,0.348,30,39,0.769,13,35,48,25,11,6,24,28,6.0
66,12019,1610612747,LAL,Los Angeles Lakers,0011900044,2019-10-12,LAL @ BKN,L,240,77,30,89,0.337,5,32,0.156,12,19,0.632,14,25,39,14,15,6,20,22,-14.0
67,12019,1610612747,LAL,Los Angeles Lakers,0011900031,2019-10-10,LAL vs. BKN,L,241,111,41,95,0.432,11,28,0.393,18,23,0.783,13,32,45,30,14,10,21,29,-3.0
68,12019,1610612747,LAL,Los Angeles Lakers,0011900006,2019-10-05,LAL @ GSW,W,241,123,47,99,0.475,10,33,0.303,19,30,0.633,16,42,58,32,9,1,14,24,22.0
69,22019,1610612747,LAL,Los Angeles Lakers,1521900066,2019-07-12,LAL @ GSW,W,200,88,30,74,0.405,12,39,0.308,16,26,0.615,14,28,42,14,6,2,15,19,-5.2
70,22019,1610612747,LAL,Los Angeles Lakers,1521900056,2019-07-10,LAL @ NYK,L,199,96,31,80,0.388,10,30,0.333,24,31,0.774,11,28,39,16,7,1,10,39,-23.6
71,22019,1610612747,LAL,Los Angeles Lakers,1521900039,2019-07-08,LAL vs. GSW,L,201,80,27,75,0.36,5,28,0.179,21,25,0.84,10,35,45,20,8,2,21,34,-7.6
72,22019,1610612747,LAL,Los Angeles Lakers,1521900016,2019-07-06,LAL vs. LAC,L,200,87,33,81,0.407,6,22,0.273,15,20,0.75,14,31,45,16,7,0,13,21,-6.0
73,22019,1610612747,LAL,Los Angeles Lakers,1521900006,2019-07-05,LAL @ CHI,L,199,76,24,81,0.296,12,38,0.316,16,28,0.571,16,24,40,15,8,5,17,31,-14.6
74,22019,1610612747,LAL,Los Angeles Lakers,1321900006,2019-07-03,LAL @ SAC,W,240,99,37,80,0.463,13,35,0.371,12,19,0.632,6,29,35,23,4,3,8,26,3.6
75,22019,1610612747,LAL,Los Angeles Lakers,1321900003,2019-07-02,LAL @ GSW,W,241,100,37,75,0.493,9,28,0.321,17,23,0.739,14,27,41,23,12,7,17,29,7.4
76,22019,1610612747,LAL,Los Angeles Lakers,1321900001,2019-07-01,LAL vs. MIA,L,240,79,24,68,0.353,10,33,0.303,21,32,0.656,11,23,34,15,4,4,12,26,-29.4
