player,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,PER
Steven Adams,203500,21900949,3/8/2020,OKC @ BOS,W,26,1,2,0.5,0,0,0,4,8,0.5,0,6,6,1,3,1,1,1,6,4,15.63326923
Steven Adams,203500,21900932,3/6/2020,OKC @ NYK,W,24,5,8,0.625,0,0,0,2,2,1,6,5,11,1,0,2,0,0,12,14,34.47508333
Steven Adams,203500,21900918,3/4/2020,OKC @ DET,W,32,4,5,0.8,0,0,0,0,3,0,0,7,7,3,3,1,5,1,8,2,11.41809375
Steven Adams,203500,21900912,3/3/2020,OKC vs. LAC,L,27,2,6,0.333,0,0,0,0,2,0,5,5,10,2,0,0,1,5,4,-17,6.442592593
Steven Adams,203500,21900882,2/28/2020,OKC @ MIL,L,17,4,5,0.8,0,0,0,0,0,0,1,6,7,3,1,0,1,1,8,-5,30.51405882
Steven Adams,203500,21900875,2/27/2020,OKC vs. SAC,W,28,7,9,0.778,0,0,0,1,2,0.5,6,1,7,1,0,0,1,2,15,-10,26.64367857
Steven Adams,203500,21900859,2/25/2020,OKC @ CHI,W,28,6,8,0.75,0,0,0,4,6,0.667,5,4,9,2,3,3,1,1,16,11,39.87857143
Steven Adams,203500,21900846,2/23/2020,OKC vs. SAS,W,27,8,12,0.667,0,0,0,5,6,0.833,3,11,14,0,1,0,1,0,21,7,37.92596296
Steven Adams,203500,21900831,2/21/2020,OKC vs. DEN,W,32,7,14,0.5,0,0,0,5,6,0.833,7,10,17,2,4,2,0,0,19,9,41.43425
Steven Adams,203500,21900819,2/13/2020,OKC @ NOP,W,28,5,10,0.5,1,1,1,0,1,0,3,8,11,2,1,3,1,4,11,9,22.09714286
Steven Adams,203500,21900805,2/11/2020,OKC vs. SAS,L,32,4,9,0.444,0,0,0,2,2,1,3,7,10,2,4,1,4,5,10,1,15.14290625
Steven Adams,203500,21900786,2/9/2020,OKC vs. BOS,L,30,2,10,0.2,0,1,0,0,0,0,5,6,11,2,0,1,2,3,4,8,3.057333333
Steven Adams,203500,21900773,2/7/2020,OKC vs. DET,W,29,7,10,0.7,0,0,0,2,2,1,2,6,8,3,0,1,3,3,16,-9,23.24551724
Steven Adams,203500,21900760,2/5/2020,OKC vs. CLE,W,30,2,5,0.4,0,0,0,2,3,0.667,1,7,8,3,0,0,1,2,6,2,9.5258
Steven Adams,203500,21900725,1/31/2020,OKC @ PHX,W,23,4,6,0.667,0,0,0,0,0,0,4,1,5,2,2,1,4,5,8,-11,15.28726087
Steven Adams,203500,21900713,1/29/2020,OKC @ SAC,W,26,2,5,0.4,0,0,0,4,4,1,5,3,8,1,1,1,0,2,8,14,22.11988462
Steven Adams,203500,21900697,1/27/2020,OKC vs. DAL,L,24,4,5,0.8,0,0,0,1,2,0.5,0,5,5,4,0,0,0,2,9,-3,21.21245833
Steven Adams,203500,21900683,1/25/2020,OKC @ MIN,W,23,0,2,0,0,0,0,0,0,0,0,1,1,2,0,4,1,4,0,1,1.732521739
Steven Adams,203500,21900645,1/20/2020,OKC @ HOU,W,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,-59.281
Steven Adams,203500,21900635,1/18/2020,OKC vs. POR,W,24,1,7,0.143,0,0,0,3,4,0.75,5,4,9,3,0,0,3,2,5,20,5.582666667
Steven Adams,203500,21900609,1/15/2020,OKC vs. TOR,L,7,1,1,1,0,0,0,0,0,0,0,2,2,1,1,0,1,0,2,-2,21.42871429
Steven Adams,203500,21900594,1/13/2020,OKC @ MIN,W,29,5,7,0.714,0,0,0,3,4,0.75,4,7,11,5,1,3,2,1,13,8,32.80024138
Steven Adams,203500,21900580,1/11/2020,OKC vs. LAL,L,29,6,10,0.6,0,0,0,0,0,0,2,6,8,1,2,1,1,0,12,-12,22.5202069
Steven Adams,203500,21900566,1/9/2020,OKC vs. HOU,W,25,6,8,0.75,0,0,0,3,4,0.75,1,7,8,3,1,0,1,1,15,17,31.4608
Steven Adams,203500,21900550,1/7/2020,OKC @ BKN,W,36,3,5,0.6,0,0,0,4,7,0.571,4,14,18,3,2,0,2,0,10,17,21.47627778
Steven Adams,203500,21900541,1/6/2020,OKC @ PHI,L,35,9,14,0.643,0,0,0,6,8,0.75,9,6,15,1,0,2,1,1,24,-4,37.17331429
Steven Adams,203500,21900527,1/4/2020,OKC @ CLE,W,30,2,7,0.286,0,0,0,6,7,0.857,8,8,16,4,1,1,1,1,10,15,27.62496667
Steven Adams,203500,21900514,1/2/2020,OKC @ SAS,W,30,5,8,0.625,0,0,0,4,6,0.667,4,5,9,3,0,1,1,4,14,8,23.67003333
Steven Adams,203500,21900503,12/31/2019,OKC vs. DAL,W,25,4,7,0.571,0,0,0,2,4,0.5,4,7,11,2,1,0,1,5,10,3,20.91084
Steven Adams,203500,21900486,12/29/2019,OKC @ TOR,W,29,2,7,0.286,0,0,0,5,6,0.833,4,2,6,0,2,1,1,0,9,0,16.18155172
Steven Adams,203500,21900467,12/27/2019,OKC @ CHA,W,34,6,9,0.667,0,0,0,2,4,0.5,4,8,12,3,2,2,2,2,14,1,25.70226471
Steven Adams,203500,21900462,12/26/2019,OKC vs. MEM,L,28,7,10,0.7,0,0,0,2,4,0.5,2,4,6,4,1,1,0,3,16,8,30.52817857
Steven Adams,203500,21900442,12/22/2019,OKC vs. LAC,W,31,10,15,0.667,0,0,0,0,2,0,6,11,17,2,3,0,1,2,20,-4,37.50596774
Steven Adams,203500,21900426,12/20/2019,OKC vs. PHX,W,26,5,6,0.833,0,0,0,0,0,0,3,6,9,2,0,2,3,2,10,8,21.07180769
Steven Adams,203500,21900412,12/18/2019,OKC vs. MEM,W,30,6,7,0.857,0,0,0,1,4,0.25,3,7,10,5,0,0,3,2,13,8,22.02356667
Steven Adams,203500,21900399,12/16/2019,OKC vs. CHI,W,28,4,8,0.5,0,0,0,1,2,0.5,6,5,11,1,0,1,4,1,9,1,12.97907143
Steven Adams,203500,21900387,12/14/2019,OKC @ DEN,L,31,9,15,0.6,0,0,0,0,2,0,6,8,14,0,0,2,1,4,18,-10,26.01454839
Steven Adams,203500,21900365,12/11/2019,OKC @ SAC,L,28,5,10,0.5,0,0,0,2,5,0.4,5,5,10,4,0,2,1,1,12,-3,24.37567857
Steven Adams,203500,21900350,12/9/2019,OKC @ UTA,W,28,4,4,1,0,0,0,3,4,0.75,2,11,13,4,0,4,2,1,11,14,31.24075
Steven Adams,203500,21900341,12/8/2019,OKC @ POR,W,28,2,6,0.333,0,0,0,2,2,1,4,5,9,4,0,0,1,1,6,5,14.52435714
Steven Adams,203500,21900326,12/6/2019,OKC vs. MIN,W,36,9,13,0.692,0,1,0,4,8,0.5,6,5,11,2,2,4,2,4,22,5,33.04275
Steven Adams,203500,21900312,12/4/2019,OKC vs. IND,L,29,8,8,1,0,0,0,4,4,1,5,4,9,3,0,2,2,2,20,-2,40.33472414
Steven Adams,203500,21900289,12/1/2019,OKC @ NOP,W,28,6,7,0.857,0,0,0,5,6,0.833,2,8,10,2,1,2,1,3,17,2,35.09471429
Steven Adams,203500,21900275,11/29/2019,OKC vs. NOP,W,24,7,11,0.636,0,0,0,0,0,0,3,9,12,2,1,2,0,2,14,4,35.90941667
Steven Adams,203500,21900265,11/27/2019,OKC @ POR,L,25,4,7,0.571,0,0,0,0,0,0,1,5,6,3,0,0,1,1,8,-19,14.8702
Steven Adams,203500,21900250,11/25/2019,OKC @ GSW,W,28,4,6,0.667,0,0,0,2,4,0.5,4,6,10,5,0,3,2,1,10,10,26.06275
Steven Adams,203500,21900220,11/22/2019,OKC vs. LAL,L,27,9,10,0.9,0,0,0,4,4,1,2,4,6,4,0,0,3,4,22,-4,35.81144444
Steven Adams,203500,21900201,11/19/2019,OKC @ LAL,L,24,1,3,0.333,0,0,0,0,0,0,2,4,6,4,0,0,2,2,2,-4,5.887666667
Steven Adams,203500,21900197,11/18/2019,OKC @ LAC,L,27,4,8,0.5,0,0,0,1,2,0.5,0,10,10,6,2,0,2,2,9,0,19.79325926
Steven Adams,203500,21900172,11/15/2019,OKC vs. PHI,W,31,3,6,0.5,0,0,0,1,2,0.5,4,3,7,4,1,2,1,2,7,8,17.75919355
Steven Adams,203500,21900146,11/12/2019,OKC @ IND,L,19,5,8,0.625,0,0,0,0,0,0,1,5,6,1,0,0,0,0,10,-4,24.178
Steven Adams,203500,21900131,11/9/2019,OKC vs. GSW,W,25,6,7,0.857,0,0,0,1,3,0.333,4,4,8,2,1,2,1,0,13,-1,33.8502
Steven Adams,203500,21900113,11/7/2019,OKC @ SAS,L,27,5,6,0.833,0,0,0,0,4,0,2,3,5,3,0,0,3,2,10,-6,12.6107037
Steven Adams,203500,21900101,11/5/2019,OKC vs. ORL,W,26,5,7,0.714,0,0,0,1,2,0.5,4,7,11,3,0,1,1,1,11,10,27.29934615
Steven Adams,203500,21900045,10/28/2019,OKC @ HOU,L,27,2,7,0.286,0,0,0,2,4,0.5,2,10,12,1,0,2,1,3,6,-5,9.720962963
Steven Adams,203500,21900036,10/27/2019,OKC vs. GSW,W,25,4,8,0.5,0,0,0,0,2,0,5,5,10,3,0,0,1,2,8,26,17.27876
Steven Adams,203500,21900022,10/25/2019,OKC vs. WAS,L,29,3,9,0.333,0,0,0,1,2,0.5,4,10,14,0,1,1,1,1,7,-2,12.93758621
Steven Adams,203500,21900011,10/23/2019,OKC @ UTA,L,28,1,8,0.125,0,0,0,1,6,0.167,3,8,11,2,1,0,2,4,3,-1,-2.144392857
Bam Adebayo,1628389,21900970,3/11/2020,MIA vs. CHA,L,34,10,15,0.667,0,0,0,1,2,0.5,3,4,7,10,0,0,3,3,21,-10,29.40761765
Bam Adebayo,1628389,21900951,3/8/2020,MIA @ WAS,W,33,9,13,0.692,0,0,0,9,12,0.75,2,12,14,6,0,1,5,4,27,22,34.59687879
Bam Adebayo,1628389,21900936,3/6/2020,MIA @ NOP,L,36,4,10,0.4,0,0,0,1,2,0.5,4,8,12,4,3,4,4,6,9,-9,15.22769444
Bam Adebayo,1628389,21900919,3/4/2020,MIA vs. ORL,W,31,5,9,0.556,0,0,0,0,0,0,2,5,7,4,0,1,2,1,10,-8,15.40758065
Bam Adebayo,1628389,21900906,3/2/2020,MIA vs. MIL,W,37,5,16,0.313,0,0,0,4,6,0.667,2,11,13,5,1,3,5,1,14,13,12.00021622
Bam Adebayo,1628389,21900889,2/29/2020,MIA vs. BKN,W,32,7,12,0.583,0,0,0,2,2,1,2,10,12,3,0,3,1,1,16,2,27.3465625
Bam Adebayo,1628389,21900880,2/28/2020,MIA vs. DAL,W,29,3,10,0.3,0,0,0,8,10,0.8,2,9,11,3,0,1,1,2,14,-12,20.12748276
Bam Adebayo,1628389,21900868,2/26/2020,MIA vs. MIN,L,33,6,13,0.462,0,1,0,10,15,0.667,1,9,10,7,0,2,4,5,22,4,24.25269697
Bam Adebayo,1628389,21900849,2/24/2020,MIA @ CLE,L,41,9,15,0.6,0,0,0,4,5,0.8,1,12,13,9,3,4,6,5,22,7,27.86109756
Bam Adebayo,1628389,21900838,2/22/2020,MIA vs. CLE,W,26,7,9,0.778,0,0,0,1,3,0.333,1,2,3,9,1,1,5,3,15,20,26.24730769
Bam Adebayo,1628389,21900821,2/20/2020,MIA @ ATL,L,36,9,20,0.45,0,1,0,10,12,0.833,5,14,19,7,3,1,4,3,28,14,37.46461111
Bam Adebayo,1628389,21900816,2/12/2020,MIA @ UTA,L,33,4,10,0.4,0,0,0,1,2,0.5,2,9,11,5,4,2,1,1,9,-23,22.49330303
Bam Adebayo,1628389,21900800,2/10/2020,MIA @ GSW,W,27,5,8,0.625,0,0,0,3,6,0.5,3,8,11,7,2,0,1,2,13,-16,32.95392593
Bam Adebayo,1628389,21900792,2/9/2020,MIA @ POR,L,35,6,14,0.429,0,0,0,1,2,0.5,5,7,12,7,0,3,3,4,13,-8,18.78614286
Bam Adebayo,1628389,21900775,2/7/2020,MIA @ SAC,L,36,12,16,0.75,0,0,0,2,3,0.667,1,6,7,3,0,2,5,3,26,-5,26.01652778
Bam Adebayo,1628389,21900763,2/5/2020,MIA @ LAC,L,40,9,15,0.6,0,0,0,4,7,0.571,4,7,11,6,2,0,2,0,22,-15,28.3232
Bam Adebayo,1628389,21900747,2/3/2020,MIA vs. PHI,W,35,8,15,0.533,0,0,0,2,2,1,3,5,8,11,1,0,0,2,18,29,31.3926
Bam Adebayo,1628389,21900729,2/1/2020,MIA @ ORL,W,38,1,8,0.125,0,0,0,2,4,0.5,3,11,14,5,3,4,2,1,4,14,13.45534211
Bam Adebayo,1628389,21900701,1/28/2020,MIA vs. BOS,L,33,7,11,0.636,0,0,0,2,2,1,2,8,10,1,1,1,2,5,16,-4,20.25563636
Bam Adebayo,1628389,21900694,1/27/2020,MIA vs. ORL,W,32,10,16,0.625,0,1,0,0,0,0,0,10,10,10,1,0,1,0,20,16,34.93125
Bam Adebayo,1628389,21900673,1/24/2020,MIA vs. LAC,L,38,6,10,0.6,0,0,0,6,7,0.857,3,5,8,9,0,1,4,1,18,14,24.45539474
Bam Adebayo,1628389,21900658,1/22/2020,MIA vs. WAS,W,34,3,8,0.375,0,0,0,0,1,0,1,7,8,2,0,1,4,2,6,-4,1.248117647
Bam Adebayo,1628389,21900644,1/20/2020,MIA vs. SAC,W,40,6,9,0.667,0,0,0,4,6,0.667,4,7,11,5,1,1,5,4,16,13,18.3272
Bam Adebayo,1628389,21900637,1/19/2020,MIA @ SAS,L,36,8,13,0.615,0,1,0,5,5,1,4,12,16,6,2,0,2,0,21,12,35.19058333
Bam Adebayo,1628389,21900623,1/17/2020,MIA @ OKC,W,32,7,11,0.636,0,0,0,7,10,0.7,1,7,8,5,0,1,3,2,21,-1,27.21646875
Bam Adebayo,1628389,21900606,1/15/2020,MIA vs. SAS,W,36,6,15,0.4,0,0,0,2,4,0.5,4,9,13,7,0,2,0,0,14,0,22.95833333
Bam Adebayo,1628389,21900584,1/12/2020,MIA @ NYK,L,37,5,7,0.714,0,0,0,5,6,0.833,2,4,6,5,0,0,5,4,15,-2,14.53286486
Bam Adebayo,1628389,21900568,1/10/2020,MIA @ BKN,L,33,10,13,0.769,0,0,0,2,2,1,2,4,6,7,2,1,1,2,22,-16,38.60321212
Bam Adebayo,1628389,21900556,1/8/2020,MIA @ IND,W,29,8,11,0.727,0,0,0,2,3,0.667,0,9,9,4,0,1,0,1,18,31,32.28951724
Bam Adebayo,1628389,21900535,1/5/2020,MIA vs. POR,W,36,9,10,0.9,0,0,0,2,6,0.333,4,4,8,6,1,1,3,3,20,9,29.19027778
Bam Adebayo,1628389,21900518,1/3/2020,MIA @ ORL,L,35,5,8,0.625,0,0,0,4,5,0.8,5,5,10,1,1,2,2,1,14,-5,22.59257143
Bam Adebayo,1628389,21900510,1/2/2020,MIA vs. TOR,W,35,7,8,0.875,0,0,0,1,2,0.5,2,12,14,2,0,1,4,4,15,9,19.08737143
Bam Adebayo,1628389,21900492,12/30/2019,MIA @ WAS,L,36,6,11,0.545,0,0,0,2,3,0.667,3,11,14,5,0,0,6,4,14,-23,12.60452778
Bam Adebayo,1628389,21900475,12/28/2019,MIA vs. PHI,W,40,5,14,0.357,0,0,0,1,2,0.5,0,3,3,2,1,1,0,3,11,-7,6.46585
Bam Adebayo,1628389,21900470,12/27/2019,MIA vs. IND,W,36,8,10,0.8,0,0,0,2,2,1,6,9,15,6,0,0,1,0,18,2,34.00716667
Bam Adebayo,1628389,21900449,12/23/2019,MIA vs. UTA,W,38,5,14,0.357,0,0,0,8,10,0.8,5,8,13,6,3,3,2,2,18,-6,28.16328947
Bam Adebayo,1628389,21900424,12/20/2019,MIA vs. NYK,W,30,6,9,0.667,0,0,0,8,8,1,1,7,8,3,1,0,4,2,20,22,27.42603333
Bam Adebayo,1628389,21900410,12/18/2019,MIA @ PHI,W,34,9,16,0.563,0,0,0,5,6,0.833,3,6,9,5,2,2,3,2,23,2,31.83311765
Bam Adebayo,1628389,21900397,12/16/2019,MIA @ MEM,L,43,4,12,0.333,0,1,0,6,8,0.75,0,13,13,5,3,3,4,5,14,-3,14.26481395
Bam Adebayo,1628389,21900384,12/14/2019,MIA @ DAL,W,37,7,12,0.583,0,0,0,4,7,0.571,2,9,11,10,2,2,1,4,18,15,31.17894595
Bam Adebayo,1628389,21900374,12/13/2019,MIA vs. LAL,L,35,5,11,0.455,0,0,0,2,5,0.4,4,8,12,5,0,1,2,2,12,-8,16.36217143
Bam Adebayo,1628389,21900354,12/10/2019,MIA vs. ATL,W,44,13,18,0.722,0,1,0,4,5,0.8,4,7,11,11,2,0,4,5,30,26,34.90138636
Bam Adebayo,1628389,21900337,12/8/2019,MIA vs. CHI,W,41,7,9,0.778,0,1,0,7,9,0.778,4,9,13,6,3,1,7,4,21,9,25.92229268
Bam Adebayo,1628389,21900324,12/6/2019,MIA vs. WAS,W,37,10,16,0.625,0,0,0,4,7,0.571,3,11,14,4,0,2,2,2,24,20,29.87459459
Bam Adebayo,1628389,21900310,12/4/2019,MIA @ BOS,L,38,4,9,0.444,0,0,0,0,2,0,1,6,7,3,0,0,4,2,8,-16,2.343026316
Bam Adebayo,1628389,21900301,12/3/2019,MIA @ TOR,W,37,7,13,0.538,0,0,0,4,4,1,3,4,7,1,0,1,2,3,18,10,17.42051351
Bam Adebayo,1628389,21900284,12/1/2019,MIA @ BKN,W,33,6,14,0.429,0,0,0,5,7,0.714,6,10,16,1,1,1,4,3,17,2,19.359
Bam Adebayo,1628389,21900273,11/29/2019,MIA vs. GSW,W,24,1,5,0.2,0,0,0,0,0,0,2,7,9,2,1,1,1,3,2,12,6.979208333
Bam Adebayo,1628389,21900259,11/27/2019,MIA @ HOU,L,40,5,8,0.625,0,0,0,7,10,0.7,3,8,11,8,1,2,5,1,17,-6,23.44705
Bam Adebayo,1628389,21900245,11/25/2019,MIA vs. CHA,W,34,8,14,0.571,0,0,0,5,5,1,1,12,13,5,0,1,3,2,21,16,27.01691176
Bam Adebayo,1628389,21900230,11/23/2019,MIA @ PHI,L,26,5,9,0.556,0,0,0,2,4,0.5,1,4,5,0,1,0,3,3,12,-26,10.19230769
Bam Adebayo,1628389,21900219,11/22/2019,MIA @ CHI,W,33,6,10,0.6,0,0,0,4,4,1,4,10,14,6,3,1,4,0,16,7,31.61409091
Bam Adebayo,1628389,21900206,11/20/2019,MIA vs. CLE,W,30,5,5,1,0,0,0,3,6,0.5,2,5,7,3,4,0,3,3,13,21,25.60443333
Bam Adebayo,1628389,21900178,11/16/2019,MIA vs. NOP,W,34,8,11,0.727,0,0,0,2,2,1,2,11,13,4,2,3,2,0,18,7,34.11279412
Bam Adebayo,1628389,21900161,11/14/2019,MIA @ CLE,W,40,7,14,0.5,0,1,0,2,3,0.667,0,15,15,5,0,1,1,2,16,25,18.63935
Bam Adebayo,1628389,21900148,11/12/2019,MIA vs. DET,W,28,8,9,0.889,0,0,0,2,2,1,4,10,14,2,0,0,4,6,18,-5,28.44042857
Bam Adebayo,1628389,21900126,11/8/2019,MIA @ LAL,L,38,4,7,0.571,0,0,0,3,8,0.375,3,6,9,4,3,1,3,2,11,-12,16.19768421
Bam Adebayo,1628389,21900114,11/7/2019,MIA @ PHX,W,35,6,9,0.667,0,1,0,3,6,0.5,2,8,10,6,5,1,2,3,15,1,29.47454286
Bam Adebayo,1628389,21900102,11/5/2019,MIA @ DEN,L,25,2,9,0.222,0,0,0,2,5,0.4,3,8,11,3,0,2,1,2,6,-19,10.41196
Bam Adebayo,1628389,21900086,11/3/2019,MIA vs. HOU,W,26,3,5,0.6,0,1,0,2,4,0.5,1,4,5,5,2,1,4,3,8,15,14.77442308
Bam Adebayo,1628389,21900066,10/31/2019,MIA @ ATL,W,36,4,5,0.8,1,1,1,3,7,0.429,2,4,6,7,1,2,0,3,12,7,24.36333333
Bam Adebayo,1628389,21900052,10/29/2019,MIA vs. ATL,W,33,4,7,0.571,0,0,0,9,10,0.9,2,8,10,3,2,3,2,4,17,27,29.59166667
Bam Adebayo,1628389,21900039,10/27/2019,MIA @ MIN,L,32,6,10,0.6,0,1,0,1,5,0.2,2,7,9,5,2,3,3,3,13,-7,21.6264375
Bam Adebayo,1628389,21900026,10/26/2019,MIA @ MIL,W,38,5,9,0.556,0,1,0,9,12,0.75,2,11,13,8,0,1,3,2,19,-2,26.18015789
Bam Adebayo,1628389,21900007,10/23/2019,MIA vs. MEM,W,24,3,7,0.429,0,0,0,8,10,0.8,4,7,11,3,1,0,5,3,14,10,22.17408333
LaMarcus Aldridge,200746,21900965,3/10/2020,SAS vs. DAL,W,37,10,23,0.435,1,4,0.25,3,4,0.75,0,2,2,2,3,4,1,1,24,-6,23.45889189
LaMarcus Aldridge,200746,21900846,2/23/2020,SAS @ OKC,L,21,3,10,0.3,0,5,0,2,2,1,2,1,3,2,0,0,2,3,8,-28,3.819761905
LaMarcus Aldridge,200746,21900832,2/21/2020,SAS @ UTA,W,35,6,17,0.353,1,3,0.333,2,3,0.667,3,5,8,4,1,1,0,4,15,6,16.11228571
LaMarcus Aldridge,200746,21900805,2/11/2020,SAS @ OKC,W,39,9,20,0.45,0,3,0,7,8,0.875,3,11,14,3,1,1,2,2,25,9,25.23710256
LaMarcus Aldridge,200746,21900799,2/10/2020,SAS @ DEN,L,35,13,25,0.52,4,8,0.5,3,5,0.6,2,4,6,5,1,0,3,4,33,8,31.08668571
LaMarcus Aldridge,200746,21900785,2/8/2020,SAS @ SAC,L,34,5,10,0.5,0,2,0,2,4,0.5,1,9,10,0,1,3,4,2,12,-5,11.18211765
LaMarcus Aldridge,200746,21900767,2/6/2020,SAS @ POR,L,36,9,23,0.391,2,6,0.333,0,0,0,4,4,8,4,2,1,1,0,20,-2,21.53963889
LaMarcus Aldridge,200746,21900754,2/4/2020,SAS @ LAL,L,30,3,10,0.3,0,1,0,1,2,0.5,0,3,3,1,1,0,0,1,7,-8,4.189166667
LaMarcus Aldridge,200746,21900750,2/3/2020,SAS @ LAC,L,34,9,17,0.529,2,5,0.4,7,7,1,0,9,9,5,0,2,1,4,27,-2,33.901
LaMarcus Aldridge,200746,21900734,2/1/2020,SAS vs. CHA,W,28,4,10,0.4,0,1,0,0,1,0,2,5,7,2,0,1,0,0,8,0,12.45957143
LaMarcus Aldridge,200746,21900686,1/26/2020,SAS vs. TOR,L,35,3,6,0.5,1,2,0.5,3,3,1,2,8,10,0,0,0,1,4,10,-12,11.597
LaMarcus Aldridge,200746,21900678,1/24/2020,SAS vs. PHX,L,38,6,11,0.545,1,2,0.5,3,4,0.75,0,6,6,3,1,2,1,1,16,0,19.61026316
LaMarcus Aldridge,200746,21900663,1/22/2020,SAS @ NOP,W,35,12,20,0.6,1,4,0.25,7,8,0.875,6,8,14,2,1,2,3,5,32,1,39.53848571
LaMarcus Aldridge,200746,21900650,1/20/2020,SAS @ PHX,W,32,6,14,0.429,1,4,0.25,6,8,0.75,0,3,3,2,2,3,1,3,19,8,22.75015625
LaMarcus Aldridge,200746,21900637,1/19/2020,SAS vs. MIA,W,36,8,15,0.533,2,4,0.5,3,3,1,3,1,4,3,1,2,2,1,21,-6,25.01711111
LaMarcus Aldridge,200746,21900624,1/17/2020,SAS vs. ATL,L,28,11,20,0.55,1,3,0.333,7,7,1,2,3,5,0,1,0,2,6,30,-8,33.48328571
LaMarcus Aldridge,200746,21900606,1/15/2020,SAS @ MIA,L,34,5,12,0.417,2,6,0.333,0,0,0,1,4,5,1,0,0,1,4,12,3,7.906941176
LaMarcus Aldridge,200746,21900587,1/12/2020,SAS @ TOR,W,34,4,10,0.4,2,6,0.333,1,3,0.333,0,4,4,4,1,0,1,0,11,-14,12.24155882
LaMarcus Aldridge,200746,21900571,1/10/2020,SAS @ MEM,L,34,7,12,0.583,5,9,0.556,2,2,1,1,8,9,3,0,1,3,3,21,-7,24.84555882
LaMarcus Aldridge,200746,21900554,1/8/2020,SAS @ BOS,W,32,5,11,0.455,1,5,0.2,2,3,0.667,0,6,6,4,0,2,1,2,13,11,16.77659375
LaMarcus Aldridge,200746,21900546,1/6/2020,SAS vs. MIL,W,33,5,10,0.5,2,3,0.667,5,5,1,1,3,4,3,0,1,0,4,17,12,22.09621212
LaMarcus Aldridge,200746,21900531,1/4/2020,SAS @ MIL,L,33,5,14,0.357,4,7,0.571,2,2,1,2,8,10,2,0,0,0,5,16,-3,16.88115152
LaMarcus Aldridge,200746,21900514,1/2/2020,SAS vs. OKC,L,33,7,13,0.538,4,4,1,4,4,1,4,8,12,0,0,3,1,2,22,-6,32.25390909
LaMarcus Aldridge,200746,21900502,12/31/2019,SAS vs. GSW,W,38,7,13,0.538,1,3,0.333,2,2,1,2,10,12,4,0,3,1,1,17,9,24.27194737
LaMarcus Aldridge,200746,21900481,12/28/2019,SAS vs. DET,W,30,9,19,0.474,5,6,0.833,2,2,1,3,9,12,1,1,2,1,3,25,35,34.8411
LaMarcus Aldridge,200746,21900463,12/26/2019,SAS @ DAL,L,31,7,13,0.538,1,2,0.5,2,2,1,2,5,7,1,1,2,1,4,17,-6,22.83719355
LaMarcus Aldridge,200746,21900450,12/23/2019,SAS @ MEM,W,32,17,25,0.68,3,5,0.6,3,4,0.75,3,6,9,5,0,3,1,1,40,29,57.76128125
LaMarcus Aldridge,200746,21900436,12/21/2019,SAS vs. LAC,L,24,6,11,0.545,0,1,0,0,0,0,1,3,4,2,1,1,1,2,12,-24,19.87570833
LaMarcus Aldridge,200746,21900418,12/19/2019,SAS vs. BKN,W,32,9,17,0.529,0,2,0,2,2,1,4,6,10,2,1,4,1,2,20,0,30.9415
LaMarcus Aldridge,200746,21900396,12/16/2019,SAS @ HOU,L,38,7,14,0.5,1,3,0.333,4,4,1,2,10,12,4,1,2,0,3,19,-10,26.60763158
LaMarcus Aldridge,200746,21900380,12/14/2019,SAS @ PHX,W,37,7,18,0.389,1,3,0.333,3,5,0.6,2,5,7,1,1,3,0,2,18,-9,17.46218919
LaMarcus Aldridge,200746,21900368,12/12/2019,SAS vs. CLE,L,39,6,16,0.375,0,2,0,6,8,0.75,1,9,10,3,0,1,3,3,18,-12,11.94894872
LaMarcus Aldridge,200746,21900328,12/6/2019,SAS vs. SAC,W,35,8,18,0.444,1,2,0.5,2,2,1,3,10,13,1,0,1,1,3,19,-2,19.25471429
LaMarcus Aldridge,200746,21900276,11/29/2019,SAS vs. LAC,W,31,5,13,0.385,0,1,0,7,8,0.875,1,7,8,7,1,4,0,2,17,0,31.77551613
LaMarcus Aldridge,200746,21900262,11/27/2019,SAS vs. MIN,L,33,10,19,0.526,1,1,1,1,1,1,3,3,6,1,0,1,2,2,22,-24,21.16387879
LaMarcus Aldridge,200746,21900249,11/25/2019,SAS vs. LAL,L,36,12,22,0.545,1,3,0.333,5,6,0.833,1,4,5,0,1,1,1,1,30,-6,28.47069444
LaMarcus Aldridge,200746,21900229,11/23/2019,SAS @ NYK,W,34,8,15,0.533,2,2,1,5,7,0.714,2,4,6,3,3,0,3,0,23,5,27.99252941
LaMarcus Aldridge,200746,21900218,11/22/2019,SAS @ PHI,L,36,8,12,0.667,0,0,0,1,1,1,1,5,6,2,0,1,1,3,17,-8,19.25597222
LaMarcus Aldridge,200746,21900203,11/20/2019,SAS @ WAS,L,32,6,15,0.4,0,2,0,0,0,0,3,7,10,5,0,3,1,1,12,-10,18.84853125
LaMarcus Aldridge,200746,21900194,11/18/2019,SAS @ DAL,L,35,7,14,0.5,0,1,0,2,2,1,6,3,9,2,0,1,1,3,16,-13,20.08902857
LaMarcus Aldridge,200746,21900181,11/16/2019,SAS vs. POR,L,35,12,20,0.6,2,5,0.4,4,4,1,1,12,13,2,1,1,2,0,30,-2,36.53185714
